,attrition_flag,dependent_count,education_level,marital_status,income_category,card_category,credit_limit
3618,Existing Customer,5,Graduate,Married,Less than $40K,Blue,2838.0
3619,Existing Customer,1,Graduate,Unknown,Less than $40K,Blue,7199.0
3620,Existing Customer,3,College,Married,$40K - $60K,Blue,8495.0
3621,Existing Customer,2,High School,Unknown,$80K - $120K,Silver,34516.0
3622,Existing Customer,2,Unknown,Married,$80K - $120K,Blue,14164.0
3623,Existing Customer,2,Unknown,Married,Unknown,Blue,3604.0
3624,Existing Customer,4,Post-Graduate,Divorced,Less than $40K,Blue,1752.0
3625,Existing Customer,3,College,Single,Less than $40K,Blue,4204.0
3626,Existing Customer,3,Graduate,Single,Less than $40K,Blue,8017.0
3627,Existing Customer,4,Graduate,Married,Less than $40K,Blue,2778.0
3628,Existing Customer,3,Unknown,Single,$60K - $80K,Blue,6649.0
3629,Attrited Customer,3,High School,Married,$60K - $80K,Blue,6813.0
3630,Existing Customer,2,Doctorate,Single,$40K - $60K,Blue,2797.0
3631,Attrited Customer,3,Unknown,Single,$60K - $80K,Blue,18004.0
3632,Existing Customer,4,Graduate,Married,$80K - $120K,Blue,11242.0
3633,Existing Customer,1,High School,Unknown,Unknown,Blue,10693.0
3634,Existing Customer,3,Graduate,Married,Less than $40K,Blue,3026.0
3635,Existing Customer,4,College,Married,Less than $40K,Blue,1438.3
3636,Existing Customer,2,Doctorate,Single,$80K - $120K,Blue,34516.0
3637,Existing Customer,4,Graduate,Married,$40K - $60K,Blue,12836.0
3638,Attrited Customer,1,Unknown,Single,Less than $40K,Blue,1892.0
3639,Existing Customer,3,Uneducated,Single,$80K - $120K,Blue,11277.0
3640,Existing Customer,2,Graduate,Single,$60K - $80K,Blue,12815.0
3641,Existing Customer,2,Graduate,Divorced,$120K +,Blue,24016.0
3642,Existing Customer,4,Uneducated,Married,$60K - $80K,Blue,3482.0
3643,Existing Customer,3,High School,Married,Unknown,Blue,26516.0
3644,Existing Customer,3,Graduate,Single,Less than $40K,Blue,2285.0
3645,Existing Customer,2,Post-Graduate,Married,$40K - $60K,Blue,9617.0
3646,Existing Customer,4,Uneducated,Divorced,$80K - $120K,Blue,34516.0
3647,Existing Customer,3,High School,Married,Less than $40K,Blue,2354.0
3648,Existing Customer,3,High School,Single,Less than $40K,Silver,11533.0
3649,Existing Customer,1,College,Single,$40K - $60K,Blue,5042.0
3650,Existing Customer,3,Uneducated,Single,Less than $40K,Blue,2584.0
3651,Attrited Customer,2,College,Unknown,Unknown,Blue,1438.3
3652,Existing Customer,4,Uneducated,Unknown,$40K - $60K,Blue,3402.0
3653,Attrited Customer,2,Graduate,Married,$40K - $60K,Blue,1809.0
3654,Existing Customer,2,Graduate,Divorced,$60K - $80K,Blue,8624.0
3655,Attrited Customer,4,Unknown,Married,$80K - $120K,Blue,22917.0
3656,Existing Customer,3,High School,Divorced,$80K - $120K,Blue,18410.0
3657,Existing Customer,0,Post-Graduate,Single,Unknown,Gold,34516.0
3658,Existing Customer,3,High School,Single,$80K - $120K,Blue,34516.0
3659,Existing Customer,1,Doctorate,Married,$80K - $120K,Blue,10130.0
3660,Attrited Customer,1,Unknown,Single,Less than $40K,Blue,3099.0
3661,Existing Customer,1,Unknown,Unknown,$120K +,Blue,19849.0
3662,Existing Customer,1,College,Married,Less than $40K,Blue,2283.0
3663,Existing Customer,3,High School,Single,$80K - $120K,Blue,6347.0
3664,Existing Customer,1,Unknown,Divorced,Less than $40K,Blue,2758.0
3665,Attrited Customer,1,High School,Unknown,$80K - $120K,Gold,34516.0
3666,Existing Customer,3,Uneducated,Married,$40K - $60K,Blue,3469.0
3667,Attrited Customer,5,Unknown,Single,Less than $40K,Blue,5155.0
3668,Existing Customer,3,Graduate,Divorced,$120K +,Silver,34516.0
3669,Existing Customer,1,Uneducated,Married,$60K - $80K,Blue,4092.0
3670,Existing Customer,0,Unknown,Married,$80K - $120K,Blue,4675.0
3671,Existing Customer,3,High School,Single,$40K - $60K,Blue,2297.0
3672,Attrited Customer,3,High School,Single,Unknown,Blue,5260.0
3673,Existing Customer,3,Graduate,Married,$80K - $120K,Blue,3458.0
3674,Existing Customer,1,High School,Single,$60K - $80K,Blue,3943.0
3675,Existing Customer,3,Unknown,Single,$40K - $60K,Blue,3028.0
3676,Existing Customer,3,Uneducated,Married,Unknown,Blue,1438.3
3677,Existing Customer,3,Uneducated,Married,Less than $40K,Silver,11884.0
3678,Existing Customer,3,Unknown,Married,$120K +,Silver,34516.0
3679,Existing Customer,3,Uneducated,Single,$80K - $120K,Blue,26058.0
3680,Existing Customer,3,Uneducated,Single,Less than $40K,Blue,2808.0
3681,Existing Customer,4,Unknown,Unknown,Less than $40K,Blue,1874.0
3682,Existing Customer,0,College,Single,$80K - $120K,Silver,34516.0
3683,Existing Customer,0,Post-Graduate,Single,$60K - $80K,Blue,11236.0
3684,Existing Customer,3,High School,Single,$80K - $120K,Blue,6380.0
3685,Existing Customer,2,High School,Single,$120K +,Blue,34516.0
3686,Existing Customer,3,Graduate,Single,Less than $40K,Blue,2664.0
3687,Existing Customer,2,Uneducated,Single,$80K - $120K,Blue,1645.0
3688,Existing Customer,4,High School,Married,$60K - $80K,Blue,5797.0
3689,Existing Customer,1,Uneducated,Divorced,$60K - $80K,Blue,21721.0
3690,Existing Customer,5,Uneducated,Divorced,$60K - $80K,Silver,31756.0
3691,Existing Customer,4,Graduate,Single,$80K - $120K,Blue,8333.0
3692,Attrited Customer,3,Post-Graduate,Single,Less than $40K,Blue,2067.0
3693,Attrited Customer,2,Graduate,Single,Unknown,Blue,2214.0
3694,Attrited Customer,2,Graduate,Single,Less than $40K,Blue,3775.0
3695,Existing Customer,4,Uneducated,Single,$80K - $120K,Blue,4388.0
3696,Existing Customer,0,Graduate,Single,Unknown,Blue,4100.0
3697,Existing Customer,1,Graduate,Married,Less than $40K,Blue,5157.0
3698,Existing Customer,0,Post-Graduate,Single,$40K - $60K,Silver,15939.0
3699,Existing Customer,0,Graduate,Single,Unknown,Blue,9216.0
3700,Existing Customer,1,High School,Married,Unknown,Blue,3413.0
3701,Existing Customer,3,Unknown,Unknown,$80K - $120K,Blue,20348.0
3702,Existing Customer,2,High School,Single,Less than $40K,Blue,5015.0
3703,Existing Customer,1,College,Single,Less than $40K,Blue,2440.0
3704,Existing Customer,4,College,Divorced,Less than $40K,Blue,4948.0
3705,Existing Customer,2,Uneducated,Married,Less than $40K,Blue,2468.0
3706,Attrited Customer,3,Doctorate,Single,$60K - $80K,Blue,11328.0
3707,Existing Customer,2,Unknown,Married,Less than $40K,Blue,1438.3
3708,Existing Customer,3,Uneducated,Single,$60K - $80K,Silver,34516.0
3709,Existing Customer,2,High School,Married,Less than $40K,Blue,3183.0
3710,Attrited Customer,2,Graduate,Married,$60K - $80K,Blue,1438.3
3711,Existing Customer,3,High School,Married,$80K - $120K,Blue,12945.0
3712,Existing Customer,1,High School,Single,$60K - $80K,Blue,2458.0
3713,Existing Customer,2,High School,Married,$80K - $120K,Silver,34516.0
3714,Existing Customer,2,Unknown,Married,$80K - $120K,Blue,2617.0
3715,Existing Customer,2,Graduate,Married,$40K - $60K,Blue,6500.0
3716,Existing Customer,0,Uneducated,Single,$80K - $120K,Blue,24528.0
3717,Existing Customer,1,High School,Unknown,$60K - $80K,Blue,15898.0
3718,Attrited Customer,3,Post-Graduate,Single,Less than $40K,Blue,8516.0
3719,Existing Customer,3,High School,Married,Less than $40K,Silver,10062.0
3720,Existing Customer,1,Graduate,Married,$60K - $80K,Blue,9589.0
3721,Existing Customer,4,Unknown,Married,Unknown,Blue,5826.0
3722,Existing Customer,4,Graduate,Married,Less than $40K,Blue,3521.0
3723,Existing Customer,4,Unknown,Single,$60K - $80K,Blue,8386.0
3724,Existing Customer,4,College,Single,Unknown,Blue,15449.0
3725,Existing Customer,3,Uneducated,Single,Less than $40K,Blue,7323.0
3726,Attrited Customer,2,Uneducated,Single,Less than $40K,Blue,8924.0
3727,Existing Customer,4,Post-Graduate,Married,Less than $40K,Blue,1438.3
3728,Existing Customer,3,Graduate,Married,$40K - $60K,Silver,18965.0
3729,Existing Customer,1,High School,Single,$80K - $120K,Blue,7976.0
3730,Existing Customer,4,Post-Graduate,Single,Unknown,Blue,3054.0
3731,Existing Customer,2,Graduate,Single,$120K +,Blue,10620.0
3732,Attrited Customer,0,Graduate,Single,$40K - $60K,Blue,3984.0
3733,Existing Customer,0,High School,Single,$40K - $60K,Blue,2507.0
3734,Existing Customer,5,Graduate,Unknown,$40K - $60K,Blue,7599.0
3735,Existing Customer,5,Graduate,Unknown,$120K +,Blue,31954.0
3736,Existing Customer,3,College,Divorced,$60K - $80K,Blue,19666.0
3737,Existing Customer,2,Uneducated,Single,$40K - $60K,Blue,6628.0
3738,Existing Customer,3,Graduate,Married,$60K - $80K,Blue,13049.0
3739,Attrited Customer,2,Post-Graduate,Single,Less than $40K,Blue,3036.0
3740,Existing Customer,4,High School,Married,$60K - $80K,Blue,16575.0
3741,Existing Customer,1,Graduate,Single,$60K - $80K,Blue,23391.0
3742,Existing Customer,0,Uneducated,Divorced,$120K +,Blue,23898.0
3743,Existing Customer,4,Unknown,Unknown,Less than $40K,Blue,4944.0
3744,Existing Customer,5,Graduate,Married,Less than $40K,Blue,6921.0
3745,Existing Customer,1,Graduate,Single,$80K - $120K,Blue,18026.0
3746,Existing Customer,3,Post-Graduate,Divorced,Less than $40K,Blue,5216.0
3747,Existing Customer,0,Uneducated,Single,Less than $40K,Blue,7699.0
3748,Existing Customer,4,Uneducated,Married,Less than $40K,Blue,7232.0
3749,Existing Customer,0,High School,Single,Unknown,Blue,8476.0
3750,Existing Customer,1,Unknown,Married,$120K +,Blue,25837.0
3751,Existing Customer,4,Graduate,Single,$80K - $120K,Blue,1536.0
3752,Existing Customer,5,Post-Graduate,Married,Less than $40K,Blue,4453.0
3753,Existing Customer,4,Graduate,Married,$120K +,Blue,34516.0
3754,Existing Customer,3,Graduate,Unknown,Less than $40K,Blue,4389.0
3755,Existing Customer,2,Graduate,Single,Unknown,Blue,13429.0
3756,Existing Customer,1,Doctorate,Married,Less than $40K,Blue,1840.0
3757,Existing Customer,3,Uneducated,Divorced,$80K - $120K,Blue,17846.0
3758,Existing Customer,3,Graduate,Divorced,Less than $40K,Blue,9013.0
3759,Existing Customer,2,Graduate,Married,Unknown,Blue,18862.0
3760,Existing Customer,3,Graduate,Married,Unknown,Blue,3230.0
3761,Existing Customer,3,Uneducated,Married,Less than $40K,Blue,7958.0
3762,Existing Customer,0,High School,Divorced,$40K - $60K,Blue,5619.0
3763,Existing Customer,1,Graduate,Married,$60K - $80K,Blue,4854.0
3764,Attrited Customer,1,High School,Unknown,$40K - $60K,Blue,3807.0
3765,Existing Customer,2,Uneducated,Single,$40K - $60K,Blue,2529.0
3766,Attrited Customer,3,Unknown,Married,$60K - $80K,Blue,4097.0
3767,Existing Customer,4,Graduate,Single,Less than $40K,Blue,3057.0
3768,Existing Customer,1,High School,Married,Less than $40K,Blue,1957.0
3769,Existing Customer,3,Unknown,Single,Less than $40K,Blue,2941.0
3770,Attrited Customer,2,Unknown,Unknown,$60K - $80K,Blue,11252.0
3771,Existing Customer,3,High School,Single,$60K - $80K,Blue,24534.0
3772,Attrited Customer,4,Graduate,Single,$120K +,Blue,33384.0
3773,Existing Customer,3,Graduate,Married,Less than $40K,Blue,2232.0
3774,Existing Customer,3,Graduate,Married,Less than $40K,Blue,7582.0
3775,Existing Customer,2,Uneducated,Married,$80K - $120K,Blue,13884.0
3776,Attrited Customer,1,College,Unknown,Less than $40K,Blue,6167.0
3777,Existing Customer,4,Uneducated,Unknown,Unknown,Blue,11545.0
3778,Existing Customer,3,Doctorate,Single,$40K - $60K,Blue,2872.0
3779,Attrited Customer,2,Graduate,Married,Unknown,Blue,5666.0
3780,Existing Customer,1,Graduate,Single,Less than $40K,Blue,4417.0
3781,Existing Customer,3,Uneducated,Single,Less than $40K,Blue,2991.0
3782,Existing Customer,3,Graduate,Single,Less than $40K,Silver,13109.0
3783,Existing Customer,2,Unknown,Single,Less than $40K,Blue,5443.0
3784,Existing Customer,0,Graduate,Single,Less than $40K,Blue,2717.0
3785,Existing Customer,2,Graduate,Married,$60K - $80K,Blue,2628.0
3786,Existing Customer,3,Uneducated,Single,$80K - $120K,Blue,16054.0
3787,Existing Customer,2,High School,Single,$40K - $60K,Blue,3216.0
3788,Attrited Customer,4,Graduate,Married,Less than $40K,Blue,1438.3
3789,Existing Customer,2,High School,Married,Unknown,Blue,12295.0
3790,Existing Customer,2,Doctorate,Married,Unknown,Blue,5794.0
3791,Existing Customer,0,Graduate,Married,Less than $40K,Blue,1858.0
3792,Existing Customer,1,Uneducated,Married,Less than $40K,Blue,2593.0
3793,Existing Customer,3,Doctorate,Single,$60K - $80K,Blue,12420.0
3794,Existing Customer,3,Graduate,Single,$60K - $80K,Blue,2775.0
3795,Attrited Customer,1,Graduate,Single,Less than $40K,Blue,2886.0
3796,Existing Customer,2,Unknown,Single,$40K - $60K,Blue,7037.0
3797,Existing Customer,2,Graduate,Divorced,Less than $40K,Blue,7065.0
3798,Attrited Customer,1,Unknown,Single,Less than $40K,Blue,1896.0
3799,Existing Customer,4,Post-Graduate,Married,$60K - $80K,Blue,11634.0
3800,Attrited Customer,2,Doctorate,Married,Less than $40K,Platinum,15987.0
3801,Attrited Customer,2,Uneducated,Married,Unknown,Blue,13735.0
3802,Existing Customer,1,Unknown,Single,$40K - $60K,Blue,3880.0
3803,Existing Customer,2,College,Single,Less than $40K,Blue,6899.0
3804,Existing Customer,2,Graduate,Married,$60K - $80K,Blue,6508.0
3805,Existing Customer,3,Graduate,Unknown,Less than $40K,Blue,5090.0
3806,Attrited Customer,4,Graduate,Single,$120K +,Blue,7015.0
3807,Existing Customer,2,Uneducated,Divorced,$120K +,Blue,30560.0
3808,Attrited Customer,3,Unknown,Single,$80K - $120K,Blue,4384.0
3809,Existing Customer,5,Unknown,Married,Less than $40K,Blue,2950.0
3810,Attrited Customer,3,High School,Married,$60K - $80K,Blue,1511.0
3811,Attrited Customer,3,Graduate,Single,Unknown,Blue,4946.0
3812,Existing Customer,3,Uneducated,Single,Less than $40K,Blue,7477.0
3813,Attrited Customer,2,Uneducated,Single,$60K - $80K,Silver,32182.0
3814,Existing Customer,4,Uneducated,Married,$60K - $80K,Blue,5715.0
3815,Existing Customer,4,Unknown,Single,$40K - $60K,Blue,9595.0
3816,Existing Customer,1,High School,Single,$60K - $80K,Blue,21952.0
3817,Existing Customer,3,Unknown,Married,Less than $40K,Blue,2606.0
3818,Existing Customer,1,Doctorate,Single,$80K - $120K,Blue,2826.0
3819,Existing Customer,2,High School,Single,Less than $40K,Blue,1438.3
3820,Attrited Customer,2,Post-Graduate,Single,$40K - $60K,Blue,5667.0
3821,Existing Customer,4,High School,Married,$80K - $120K,Blue,6366.0
3822,Existing Customer,3,Graduate,Married,$60K - $80K,Blue,2122.0
3823,Existing Customer,4,Uneducated,Single,Less than $40K,Blue,1687.0
3824,Existing Customer,2,College,Unknown,$80K - $120K,Blue,14320.0
3825,Existing Customer,0,Graduate,Single,Less than $40K,Blue,5972.0
3826,Existing Customer,2,Uneducated,Married,Less than $40K,Blue,8771.0
3827,Existing Customer,0,Uneducated,Single,Less than $40K,Blue,7112.0
3828,Existing Customer,5,Uneducated,Single,$40K - $60K,Blue,7333.0
3829,Existing Customer,4,High School,Single,Less than $40K,Blue,2001.0
3830,Existing Customer,2,Graduate,Single,Less than $40K,Blue,1438.3
3831,Existing Customer,3,Graduate,Married,$80K - $120K,Blue,34516.0
3832,Existing Customer,2,High School,Married,$40K - $60K,Blue,4207.0
3833,Existing Customer,2,Doctorate,Single,Less than $40K,Blue,1555.0
3834,Existing Customer,3,Graduate,Married,$120K +,Blue,34516.0
3835,Attrited Customer,1,College,Single,$80K - $120K,Blue,6846.0
3836,Existing Customer,1,Uneducated,Married,$40K - $60K,Blue,2071.0
3837,Attrited Customer,3,Uneducated,Single,$80K - $120K,Blue,11336.0
3838,Existing Customer,1,Doctorate,Single,$60K - $80K,Blue,15221.0
3839,Attrited Customer,3,High School,Married,$80K - $120K,Blue,21359.0
3840,Existing Customer,2,Uneducated,Single,$80K - $120K,Blue,19366.0
3841,Existing Customer,2,Uneducated,Married,$60K - $80K,Blue,2243.0
3842,Existing Customer,1,High School,Single,Less than $40K,Blue,2923.0
3843,Existing Customer,4,Uneducated,Single,$40K - $60K,Blue,7853.0
3844,Existing Customer,4,Post-Graduate,Married,$40K - $60K,Silver,16386.0
3845,Existing Customer,4,Graduate,Single,Unknown,Blue,11164.0
3846,Existing Customer,3,Uneducated,Married,Less than $40K,Blue,2960.0
3847,Existing Customer,2,High School,Married,$120K +,Blue,10816.0
3848,Existing Customer,3,High School,Single,Less than $40K,Blue,2917.0
3849,Existing Customer,1,Graduate,Married,Less than $40K,Blue,2568.0
3850,Existing Customer,3,College,Single,Less than $40K,Blue,4539.0
3851,Attrited Customer,4,Unknown,Married,$80K - $120K,Blue,4806.0
3852,Existing Customer,0,Graduate,Unknown,Unknown,Blue,2025.0
3853,Existing Customer,1,Uneducated,Unknown,$80K - $120K,Blue,6249.0
3854,Existing Customer,2,High School,Single,Less than $40K,Blue,1686.0
3855,Existing Customer,1,Graduate,Married,$80K - $120K,Blue,10239.0
3856,Existing Customer,3,Post-Graduate,Unknown,Less than $40K,Blue,4284.0
3857,Existing Customer,5,Uneducated,Single,Less than $40K,Blue,2601.0
3858,Existing Customer,2,Unknown,Unknown,Less than $40K,Blue,1738.0
3859,Attrited Customer,3,High School,Married,$40K - $60K,Blue,4527.0
3860,Existing Customer,0,High School,Unknown,$80K - $120K,Silver,34516.0
3861,Existing Customer,5,Post-Graduate,Married,Less than $40K,Blue,3532.0
3862,Existing Customer,2,Graduate,Single,Unknown,Blue,4846.0
3863,Existing Customer,3,Graduate,Married,Less than $40K,Silver,11392.0
3864,Existing Customer,1,College,Married,$60K - $80K,Blue,22036.0
3865,Existing Customer,4,Graduate,Married,Less than $40K,Blue,2772.0
3866,Existing Customer,4,Uneducated,Married,$80K - $120K,Blue,7474.0
3867,Existing Customer,5,Unknown,Married,$80K - $120K,Blue,34516.0
3868,Existing Customer,3,Uneducated,Married,$60K - $80K,Blue,11117.0
3869,Existing Customer,4,Graduate,Married,Unknown,Blue,10714.0
3870,Existing Customer,0,High School,Single,$40K - $60K,Blue,5420.0
3871,Existing Customer,1,Post-Graduate,Single,Less than $40K,Blue,2652.0
3872,Existing Customer,2,Doctorate,Single,$40K - $60K,Blue,6492.0
3873,Existing Customer,0,Graduate,Divorced,$40K - $60K,Blue,11352.0
3874,Existing Customer,5,Unknown,Single,Unknown,Blue,3167.0
3875,Existing Customer,3,High School,Single,Less than $40K,Blue,7015.0
3876,Existing Customer,4,Post-Graduate,Single,$120K +,Blue,34516.0
3877,Existing Customer,3,Graduate,Unknown,$80K - $120K,Blue,3244.0
3878,Existing Customer,1,College,Married,Less than $40K,Blue,2431.0
3879,Existing Customer,1,College,Married,Less than $40K,Blue,3050.0
3880,Existing Customer,4,Graduate,Single,Less than $40K,Blue,2191.0
3881,Existing Customer,3,Uneducated,Married,Less than $40K,Blue,5677.0
3882,Existing Customer,2,Doctorate,Married,Less than $40K,Blue,4176.0
3883,Existing Customer,4,Graduate,Married,Less than $40K,Blue,2577.0
3884,Existing Customer,0,High School,Single,$40K - $60K,Blue,3305.0
3885,Existing Customer,4,Graduate,Married,$60K - $80K,Blue,9261.0
3886,Existing Customer,0,Graduate,Single,$40K - $60K,Blue,1564.0
3887,Existing Customer,3,Unknown,Single,$40K - $60K,Blue,12740.0
3888,Existing Customer,3,Unknown,Single,Unknown,Silver,34516.0
3889,Attrited Customer,2,Uneducated,Single,$80K - $120K,Blue,3091.0
3890,Existing Customer,1,Graduate,Single,$40K - $60K,Blue,3812.0
3891,Attrited Customer,2,High School,Single,Unknown,Blue,3778.0
3892,Existing Customer,3,High School,Married,$120K +,Blue,12698.0
3893,Attrited Customer,3,High School,Married,Unknown,Blue,26229.0
3894,Existing Customer,4,High School,Married,$40K - $60K,Blue,8346.0
3895,Existing Customer,0,Uneducated,Unknown,$80K - $120K,Blue,5395.0
3896,Existing Customer,2,Unknown,Divorced,$60K - $80K,Blue,1490.0
3897,Existing Customer,4,Graduate,Divorced,$80K - $120K,Blue,18274.0
3898,Existing Customer,0,High School,Unknown,$40K - $60K,Blue,4409.0
3899,Existing Customer,5,Uneducated,Single,$80K - $120K,Blue,7560.0
3900,Existing Customer,1,Uneducated,Unknown,$120K +,Blue,20783.0
